Company Name,Skill,Title
Aim Computer Consulting,"Implementation partner, contract staffing, team management, Tier1 vendors...",1
Altruista Health,"Wireless, WAN, VPN, LAN, DNS, Network security, Troubleshooting...",1
Amazon India Software Dev Centre Pvt Ltd,"Automation, Data modeling, Project management, Agile...",1
Amazon India Software Dev Centre Pvt Ltd,"Automation, Project management, MySQL, Test planning, Perl...",1
Amazon India Software Dev Centre Pvt Ltd,"Computer science, Architecture, Test planning, Performance optimization...",1
Amazon India Software Dev Centre Pvt Ltd,"Computer science, Automation, Architecture, Test scripts, Access management...",1
Amazon India Software Dev Centre Pvt Ltd,"Computer science, Cloud computing, Access management, Consulting, Presales,...",1
Amazon India Software Dev Centre Pvt Ltd,"Computer science, Cloud computing, SAP, Access management, IT strategy...",1
American Technology Consulting,"human capital, Performance management, Legal compliance, Talent acquisition...",1
Analytics Vidhya Educon Pvt. Ltd,"Computer science, Bfsi, Process improvement, Data collection, Data Analyst,...",1
Analytics Vidhya Educon Pvt. Ltd,"data science, SAS, MySQL, HTML, Business intelligence, MATLAB...",1
Aizant Global Analytics,"Healthcare, Life sciences, Operations, Technical documentation",1
Affluent Global Services Pvt. Ltd.,"technical writer, content strategist, sharepoint, structural design...",1
CYNIX LABS PRIVATE LIMITED,"cloud, XML, Web Technologies, SAAS, MySQL, Javascript, PHP, HTML...",1
"ATMECS Technologies Pvt., Ltd.","JAVA, development, testing, Perl, script, MAVEN, automation, JUNIT...",1
7 bits Technologies LLP,"Computer science, Version control, Web technologies, Analytical, Javascript...",1
A L B Enterprises (India) Private Limited,"Computer science, Email, Coding, System integration, Web development...",1
A L B Enterprises (India) Private Limited,"Computer science, Email, Web development, Javascript, Agile, HTML...",1
ACME College of Engineering,"sciences, bca, m sc, b sc, fluency in, mca, telecom, teaching",1
ACME College of Engineering,"sciences, bca, m sc, computer, b sc, information technology...",1
ACS Global Tech Solutions Pvt. Ltd.,"Java, CSS, Rest, Design Patterns, Javascript, Spring Boot, HTML, J2Ee...",1
ADLER SERVICES,"it hiring, IT Recruiter, IT Recruitment, technical recruitment, recruiter...",1
ANTRA INFO SOLUTIONS PVT. LTD,"Use Cases, System Analysis, Business Process, Data Analysis...",1
ANTRA INFO SOLUTIONS PVT. LTD,"Zoho projects, Project Management, Zoho, Project Manager...",1
ARISE SOFTWARE SOLUTIONS,"Technical product configuration, c++, development, C, application, design...",1
AXCESS CONSULTANCY SERVICES,"MVVM, Agile development, Swift, ios development, Information technology",1
Affluent Global Services Pvt. Ltd.,"powershell, Packaging, SCCM, deployment",1
AXCESS CONSULTANCY SERVICES,"continuous integration, Spring mvc, Web services, Payment systems...",1
Abjayon Technologies Pvt. Ltd.,"Database architecture, SQL queries, ERP, Oracle CRM, Analytical, Focus...",1
Acme Professionals,"Purchase Executive, Acme, Campus recruitment, Interviewing...",1
Adaequare Info Private Ltd.,"Inside Sales, Digital Transformation, product selling, Sales Management...",1
Adaequare Info Private Ltd.,"Product Development, Team Handling, Selling, Inside Sales...",1
Addon Technologies Inc.,"Staffing, Information technology management, Management",1
"Advanced Micro Devices, Inc.","Unix, Graphics, Automation, Linux, Chip design, Shell scripting, CAD...",1
Aegan Technologies pvt ltd,"Hibernate, JCL, Db2, Data modeling, Cobol, Shell scripting, TIBCO...",1
Affluent Global Services,"Automation Engineer, server automation",1
Affluent Global Services Pvt. Ltd.,"docummentation, editor, technical writer...",1
Anantha Cyber Tech Pvt Limited,"Maven, CVS, software, Back office, developing, Apache Tomcat...",1
Anantha Cyber Tech Pvt Limited,"Sales, C, .net, developer, ASP.Net MVC, Information technology, SQL",1
Anantha Cyber Tech Pvt Limited,"Sales, Javascript, developer, Information technology",1
C3i Support Services Private Limited,"Communication Skills, Presentation Skills, Need Analysis...",1
BSS BUSINESS CONSULTANCY PRIVATE LIMITED,"Hibernate, Core Java, Stored Procedures, Eclipse, Subversion...",1
Balajee Infratech And Constructions Pvt. Ltd.,"Project Manager Construction, Civil Project Management...",1
Bedouin,"trading, trade finance, structured finance, deal structuring, syndication...",1
Berkadia Services India Pvt. Ltd.,"technical support, it support, active directory, remote support...",1
Bharat Institutions- Division of Chinta Reddy,"Professor Activities, Communication Skills, Education, Providing Training...",1
Bombay Swadeshi Stores Limite,"Sales, Stock Management, Stock Control, Store Management...",1
Brainfuse,"Learning, education, Tutoring, mathematics, Online Tutor, Computer Science,...",1
Brains & Machines Innovative Solutions,"Computer science, Process design, Database design, Technical design...",1
Brains & Machines Innovative Solutions,"Computer science, Stress testing, Automation, Test scripts...",1
Brains & Machines Innovative Solutions,"server, technical, Web development, HTML, JSON, microsoft, research, web...",1
CBRE,"MRI Applications, System Design, Power BI, SSRS, SQL Server, Tableau, Yardi...",1
Anantha Cyber Tech Pvt Limited,"Sales, Strategy development, Information technology, Recruitment",1
CBRE,"Technical Architect, Golang, Enterprise Information Architecture, DevOps...",1
CC Staffing International,"Solution architecture, Ubuntu, Cloud computing, Network administration...",1
CC Staffing International,"c++, technical, software, DNS, networking, analytics, cloud, coding, web...",1
CES Ltd.,"Angularjs, EF, Web Api, dot net core, Micro Services, react...",1
CES Ltd.,"Business Process Management, IOS Developer, ios software engineer...",1
CORSALITE EDUCATION SERVICES PRIVATE LIMITED,"sales operations, implementation manager, project management, pmp...",1
COTELLIGENT INDIA PVT LTD,"Product Strategy, Product Development, Developing Marketing Strategies...",1
CSC India Pvt Ltd.,"Change management, SAP, ISO, Project management, Configuration management...",1
CSC India Pvt Ltd.,"SAP, Business analysis, Project management, Customer relationship...",1
CST 2000(INDIA) Pvt Ltd,"Interviewing Candidates, Screening, Linkedin, IT Recruitment, Dice, Hiring,...",1
BEST WISHES ESTORE PRIVATE LIMITED,"ERP, Drupal, Coding, MySQL, Wordpress, CMS, PHP, CakePHP, Joomla, CRM",1
BACentric Solutions,"Retail, performance, Ad, istering, analysis, sales",1
BA Continuum India Pvt. Ltd,CFA Fresher,1
Ayan Consultancy,"Project analysis, Project management, Budgeting, Information technology",1
Anantha Cyber Tech Pvt Limited,"Sales, Technical Lead, J2Ee, Information technology",1
Anantha Cyber Tech Pvt Limited,"development, DOM, Deployment, Warehouse management, Information technology,...",1
Anantha Cyber Tech Pvt Limited,"server, Hibernate, development, code, technical, Performance optimization...",1
Anantha Cyber Tech Pvt Limited,"spring, Spring mvc, Core Java, jQuery, Sales, java, PLSQL, developer, mvc...",1
Anewa Engineering Private limited,"oil, gas, petrochemical",1
Anna IT Services,"Drupal, Opencart, Wordpress, MySQL, Developer/, Technical Leadership...",1
Anna IT Services,"Drupal, Opencart, Wordpress, MySQL, Technical Leadership...",1
Anvayin Systems Pvt Ltd,"rest, development, css, html5, Eclipse, mobile, developing, HTML, bootstrap...",1
Anvayin Systems Pvt Ltd,"server, development, UX, c, software, android, mobile, developing...",1
Apex Covantage India Pvt Ltd,"process, Publishing, XML, Content, Media, .Net, developer, Data mining, net...",1
Apogee Services Private Limited,"Core Java, Design Patterns, Cq5, Javascript, Aem, Bootstrap, JQuery, ExtJS,...",1
Apps Associates (I) Pvt. Ltd,"Risk Mitigation, Operational Excellence, Project Management...",1
Associated Recruitment & Management Services Pvt Ltd,"Agile Methodology, PMP, Business Solutions, Project Management...",1
Atos Pvt Ltd,"BPO, Printing, TSO, Application support, Consulting, Scheduling, Operations...",1
Atos Pvt Ltd,"BPO, VMware, Automation, Linux, Consulting, Deployment, Windows...",1
Atria Convergence Technologies Ltd,"Enterprise Architecture, pmp, delivery manager, project manager...",1
AutoRABIT,"Computer science, Web technologies, devops, IT support, Salesforce.com...",1
Avantha Technologies Limited,"Java Developer, Java, J2Ee Programmer, Java J2Ee Developer, J2Ee...",1
Avantha Technologies Limited,"PL / SQL, PLSQL Developer, PLSQL, PLSQL Programmer, Senior Plsql Developer",1
Axelta Systems Pvt.Ltd,"Wireless, EMI, Automation, C++, Online marketing, EMC, Power supply...",1
Ayan Consultancy,"Project analysis, Project management, Application programming, Budgeting...",1
"Epiq Systems, Inc.","Performance tuning, Content management, Networking...",1
"Epiq Systems, Inc.","VMware, Helpdesk, Active directory, DNS, Windows, microsoft, cisco...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, Solution architecture, Automation, PAAS, Machine learning...",1
Micron Technology Operations India LLP,"TCP, Audio Visual, Architecture, IP, Computer Science, LAN, OSI Model...",1
Micron Technology Operations India LLP,"High Availability, Database Administration, SSRS, MS SQL Server...",1
Micron Technology Operations India LLP,"Infrastructure Automation, system analysis, CI / CD, PowerShell DSC...",1
Micron Technology Operations India LLP,"Integration Services, Reporting Services, SSAS, Analysis Services, Business...",1
Micron Technology Operations India LLP,"MDX, Integration Services, Reporting Services, SSAS, Analysis Services...",1
Micron Technology Operations India LLP,"MVC Framework, MySQL, Javascript, Bootstrap, JSON, HTML, Node.Js, JQuery...",1
Micron Technology Operations India LLP,"Microsoft Exchange, MS Exchange, MS Active Directory, Disaster Recovery...",1
Micron Technology Operations India LLP,"SAP ECC, Service Level, Sap Portal, Disaster Recovery, NetWeaver, Sap Hana,...",1
Micron Technology Operations India LLP,"SQLT, Data Guard, Performance Tuning, TKPROF, TFA, RMAN, SQL design, OLTP /...",1
Micron Technology Operations India LLP,"SS, Business Intelligence, Microsoft BI tool stack, SSAS...",1
Micron Technology Operations India LLP,"Service Improvement, User Support, Customer Support, Networking...",1
Micron Technology Operations India LLP,"TCP, IP Telephony, Networking, Computer Science, DNS, Load Balancing, SIP...",1
Micron Technology Operations India LLP,"Data Management Analyst, Quality Monitoring, Data Quality, Excel Powerpoint...",1
Micron Technology Operations India LLP,"Test Engineering, Testing Tools, Regression Testing, Retesting...",1
Micron Technology Operations India LLP,"Troubleshooting Skills, Customer Service, Desktop Support...",1
Micron Technology Operations India LLP,"operations, information technology, problem analysis, quality standards...",1
Micron Technology Operations India LLP,"quality analysis, Change Management, data quality, Lean, data management...",1
Micron Technology Operations India LLP,"release management, project management, Automation, product support...",1
Micron Technology Operations India LLP,"risk management, IT Risk Management, Cisa, Audit Compliance...",1
Micron Technology Operations India LLP,"sql development, ssas, ms sql server, qlik, business intelligence, plsql...",1
Micron Technology Operations India LLP,"technical support, field support, service desk, active directory...",1
Micron Technology Operations India LLP,"test management, K2, test cases, business rules, system support, powerbi...",1
Mindblu Technologies Pvt Ltd,"Computer science, Electrical engineering, NoSQL, RDBMS, Coding, Javascript,...",1
Micron Technology Operations India LLP,"Development Testing, Design Development, Computer Science, Business Process...",1
Micron Technology Operations India LLP,"C#, operational support, system integration, software development...",1
Mindblu Technologies Pvt Ltd,"PLM, System architecture, XML, Javascript, JSON, MVC...",1
Merkle Inc.,"server, Automation, development, code, Informatica, SSIS...",1
Menlo Technologies,"Computer science, jQuery, GIT, NoSQL, Data modeling, HTML, developer, JIRA,...",1
Menlo Technologies,"Performance tuning, Log shipping, Automation, GIT, Networking...",1
Menlo Technologies,"UI development, jQuery, Front end, Architecture, ui, Coding, Analytical...",1
Menlo Technologies,"Unix, Computer science, Version control, Linux, Postgresql, MySQL...",1
Menlo Technologies,"server, development, software, Server management, developing...",1
Merkle Inc.,"Change management, Linux, Infrastructure management, Customer service...",1
Merkle Inc.,"Computer science, Operations research, Financial analysis, Analytical, SSRS...",1
Merkle Inc.,"Solution architecture, Automation, Networking, EMEA, GCP, Consulting...",1
Merkle Inc.,"VMware, Automation, Linux, Networking, Active directory, Perl, Windows...",1
Merkle Inc.,"VMware, Linux, VB SCRIPT, DNS, Perl, Firmware, CCNA, Troubleshooting, cisco...",1
Metmox Software Solutions India Pvt. Ltd.,"International Sales, B2B, Cyber Security, networking sales, Bdm, Sales Lead...",1
Micron Technology Operations India LLP,"Application Programming, Software Development, Web Technologies...",1
Micron Semiconductor Asia Pte Ltd,"Business process, IT risk, Semiconductor, Cisa, ISO, Risk analytics...",1
Micron Semiconductor Asia Pte Ltd,"Computer science, Change management, Analytical, Customer support, cisco...",1
Micron Semiconductor Asia Pte Ltd,"Computer science, ERP, SAP ERP, HP data protector, Database...",1
Micron Semiconductor Asia Pte Ltd,"Customer Service, Desktop Support, Computer Hardware, System Administration...",1
Micron Semiconductor Asia Pte Ltd,"ERP, Automation, Business analysis, SSRS, Agile, Scrum, SSIS...",1
Micron Semiconductor Asia Pte Ltd,"ERP, Automation, Business objects, SSRS, SSIS, Business intelligence...",1
Micron Semiconductor Asia Pte Ltd,"ERP, Semiconductor, XML, Agile, Customer service, EDI, Troubleshooting...",1
Micron Semiconductor Asia Pte Ltd,"Performance tuning, ERP, Automation, Business objects, SSRS, SSIS, Business...",1
Micron Semiconductor Asia Pte Ltd,"Technology Management, Service Level, Customer Service, Project Management,...",1
Micron Semiconductor Asia Pte Ltd,"jQuery, Coding, Web development, Javascript, HTML, Apache, SSIS, Teradata...",1
Mindblu Technologies Pvt Ltd,"Computer science, Illustrator, Analytical, Javascript, HTML, Visio...",1
Mount Talent Consulting Private Limited,"C#, CSS, Kendo Ui, HTML, SQL Server, WPF, .NET Framework, Angular...",1
Evision Technoserve Pvt Ltd,"MCSA, electronics, information technology, eee, microsoft certified, ece...",1
Novartis Healthcare Pvt. Ltd.,"Change management, Compliance, Pharma, Pharmacy, GLP, data integrity...",1
NetScore Technologies Pvt. Ltd.,"project scheduling, netsuite implementation, netsuite, salesforce...",1
Netrovert Software Private Limited,"SOA, technical, it, Middleware, Information technology...",1
3D India Staffing Research Consulting Pvt Ltd,"bd, Sales, Regional Sales Manager, Regional Sales, Sales Management...",1
"Neustar, Inc","Computer science, Tools, Data processing, Business intelligence...",1
Newt Global India Private Limited,"Jboss Application Server, Rest, Core Java, Web Technologies, Spring Boot...",1
Novartis Healthcare Pvt. Ltd.,"Access management, Information security, Active directory...",1
Novartis Healthcare Pvt. Ltd.,"Automation, Technical management, Information security...",1
Novartis Healthcare Pvt. Ltd.,"Business process, PMP, Data conversion, Enterprise architecture...",1
Novartis Healthcare Pvt. Ltd.,"Business services, ERP, Service level, Consulting, ITSM, Healthcare...",1
Novartis Healthcare Pvt. Ltd.,"Business services, Problem management, Healthcare, Customer service...",1
Novartis Healthcare Pvt. Ltd.,"Change management, People development, IT strategy, Pharma, Life sciences...",1
Needa Software Solutions Pvt Ltd,"C#, Angularjs, IIS, OOPS, MS SQL Server, Entity Framework, ASP.Net MVC...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, Analyst, Data analysis, SAS, Machine learning, QlikView...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, Business process, Application support, Change management,...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, Business services, Content management, Architecture...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, Business services, Pharma, Healthcare, Life sciences...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, Data analysis, Operations research, data science, Pharma,...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, People development, IT strategy, Pharma, Life sciences...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, Performance management, IT strategy, Healthcare...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, RSS, DTD, XML, Consulting, Oracle, Information technology...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, Solution architecture, Automation, Architecture, PAAS...",1
Novartis Healthcare Pvt. Ltd.,"Computer science, Solution architecture, Automation, GIT, PAAS...",1
Neer Kamal Job Consultancy,"Java, Software Development, it development, hardware programming...",1
NebuLogic Technologies,"server, ERP, technical, Project management, Technical support, sql, cloud...",1
NEER INTERACTIVE SOLUTIONS (P) Ltd,"development, erp, client managementcumentationales process...",1
Napier HealthCare,"Computer science, Product launch, Publishing, Project management, Workflow,...",1
NEILMED DEVICES PVT LTD,"C#, Java, suitescript, suiteflow, CSS, VB.NET, Github, suitetalk, HTML...",1
NISC Exports Services (p) Ltd,"Ticketing, Publishing, Service desk, Analytical, Windows mobile...",1
NISG (National Institute for Smart Government),"Database Administration Postgre, DBA Postgre",1
NISG (National Institute for Smart Government),"Hibernate, Core Java, HTML5, JavaScript, JSON, J2EE, CoreJava, CSS3",1
NISG (National Institute for Smart Government),"Network Configuration, Networking, Network Security, Network Maintenance...",1
NISG (National Institute for Smart Government),"SAN, Open Source, ISCSI, Remote Support, Disaster Recovery, NFS...",1
NTT Global Delivery Services Limited,"IT services, Automation, development, sap, technical, Schema...",1
NTT Global Delivery Services Limited,"Procurement, IT services, Supply chain, Automation, Change management, Baan...",1
Nagarjuna Fertilizers and Chemicals Limited.,"PMP, Project Management, Scope Management, Scheduling...",1
Napier HealthCare,"Business Analyst, Business analysis, Analytical, Workflow, CMMI, Healthcare...",1
National Recruiting Firm US Based,"it recruitment, recruiter, Technical Recruitment",1
NebuLogic Technologies,"development, information technology, technical, configuration, methods...",1
Naukri Premium - Employer Services,"IT Audit, Data Integrity, Technology Audit, IT Risk, Compliance, Accounting...",1
Naukri Premium - Employer Services,"Team Management, Team Handling, Business Process Management, IT Risk, ITGC,...",1
Naukri Premium - Employer Services,"css, java, angular js, html5 html 5, j2ee, html, javascript",1
NebuLogic Technologies,"Cloud computing, ERP, Automation, Business Analyst, Project management...",1
NebuLogic Technologies,"Cloud computing, server, ERP, Automation, technical, Project management...",1
NebuLogic Technologies,"Computer science, Analytical skills, Core Java, Java web services...",1
NebuLogic Technologies,"development, Business Analyst, technical, configuration, methods, testing...",1
NebuLogic Technologies,"development, erp, project management, automation, operations, port...",1
NebuLogic Technologies,"development, erp, project management, technical support, automation...",1
NebuLogic Technologies,"development, information technology, computer science, documentation...",1
Menlo Technologies,"Computer hardware, Networking, Linux, Intranet, PAAS, Disaster recovery...",1
Melstar Information Technologies Ltd,"devops sr. it programmer, devops, devops sr. software programmer...",1
Marriott,"Supervisor, Training, Administration, Tactical planning...",1
HUSYS CONSULTING LIMITED,"Computer science, Memory management, Eclipse, Postgresql, Agile, HTML...",1
Gladwin Analytics,"Business process, Computer science, Linux, MySQL, Application development...",1
Global Enterprise Tech Resources Private Limited,"Aa, Cca, fico, MM, SAP, Costing, Accounting, GL, Ams, Sap Hana...",1
GlobalData,"c#, asp.net mvc, information technology, web technologies, asp.net, .net...",1
Gowra Bits & Bytes,"Computer science, Promotion planning, Action plan, Relationship building...",1
Gowra Bits & Bytes,"Computer science, Target, Tracking, Relationship building, Instrumentation,...",1
Great Sports Infra,"Civil construction, Costing, Claims, Project management, Reconciliation...",1
Great Sports Infra,"Civil, Costing, Claims, AutoCAD, Project management, Reconciliation...",1
Great Sports Infra,"Usage, Costing, Claims, Project management, Reconciliation, Troubleshooting...",1
Great Sports Infra,"vendor management, development, project management, boq, claims...",1
HR CENTRAL,"erp, oracle erp, payroll, gst SAP, taxation, reconciliation",1
HUSYS CONSULTING LIMITED,"JAVA, Business Analysts, development, Architects, XML, design, MySQL, PHP...",1
GJS Infratech Pvt.Ltd,"Computer science, Windows administration, CSS, Javascript, HTML...",1
Han Digital Solution (P),"Unix, Hibernate, jQuery, Linux, UML, JSP, Struts, HTML...",1
HeadPro,"Technical Architect, system development, System architecting...",1
Hetero Drugs Limited,"email marketing, software information technology business development, bd...",1
High Noon Consulting Pvt Ltd,"SAP, Software packages, Test scripts, Analytical, Billing...",1
Humint Global,"Business Analyst, Senior Management, Data Modeling, Business Analysis...",1
Hyderabad Race Club,"Computer science, management information system, INFORMATION TECHNOLOGY...",1
IB Services & Technologies,"Computer science, MS SQL, Data conversion, SSRS...",1
IB Services & Technologies,"control and assurance methodologies, project management, FP and A...",1
IBM India Pvt. Limited,"IntelliJ, Serialization, Java, Maven, Hibernate, DAO, Aop, JSP, Application...",1
IMPJobs.com,"C++, SAP, Project management, Moss, Flex, Software Engineer 2, Windows, WCF...",1
GeekTek,"IT services, Time management, Legal, Corporate, Legal research, Research...",1
GD Research Center Pvt Ltd,"Object oriented design, T-SQL, server, bca, development, code, technical...",1
Marolix technology solution,"Mobile application development, development, code, technical, software...",1
FASTRA CORPORATION PRIVATE LIMITED,"project management, fiori catalogs, cyber security, BI...",1
Evision Technoserve Pvt Ltd,"electronics, information technology, eee, ece, micro - controllers, plc...",1
Evision Technoserve Pvt Ltd,"electronics, it support, information technology, eee, ece, networking...",1
Evision Technoserve Pvt Ltd,"electronics, python, information technology, eee, ece, micro - controllers,...",1
Evoke Technologies Pvt. Ltd.,"Non Voice Process, semi voice, Fraud Analyst, communication skills...",1
Experia Services,"Audit, Reconcilation, Finance, Billing, Service Tax Return, GST, Taxation...",1
Experia Services,"Team Management, Lead Generation, concept sales, B2B sales, Direct Sales...",1
Experis India,"BPO, Law enforcement, Aviation, Pharma, Life sciences, ITES...",1
"F5 Networks, Inc","Product management, Computer science, orchestration, Linux, Coding...",1
"F5 Networks, Inc","Ticketing, Network design, Project management, Information security, Active...",1
FASTRA CORPORATION PRIVATE LIMITED,"Cism, Cyber Security, Cisa, Application Security, Project Management...",1
FORTIFIED INFOTECH (OPC) PRIVATE LIMITED,"PeopleSoft, sap hcm, Oracle HRMS",1
Futurepoint Technologies,"JCL, Tomcat, XML, JSP, Cobol, PHP, JDBC, HTML, Ajax, Android",1
FactSet Systems India Pvt Ltd,"Web technologies, Networking, Analytical, Client support, Management...",1
FactSet Systems India Pvt Ltd,"Web technologies, Networking, Analytical, Client support...",1
Family Health Plan (TPA) Ltd,"jQuery, LINQ, Web technologies, Winforms, WCF, WPF, ASP.Net MVC...",1
Franklin Templeton International,"Automation, System design, Application development, HTTP, System Analyst...",1
Franklin Templeton International,"Microstrategy, Business objects, SAS, Data modeling, HTTP...",1
Franklin Templeton International,"Microstrategy, Business objects, SAS, XML, Application development, HTTP...",1
Franklin Templeton International,"Relationship management, IT services, Automation, Windows, microsoft...",1
Franklin Templeton International,"Team management, Performance management, Mutual funds, Analytical, Hyperion...",1
Franklin Templeton International,"Tomcat, Linux, Production support, XML, Project management...",1
Future Now Consulting,Implement and develop scalable solutions....,1
INITIATEFIRST INFORMATION SERVICES PRIVATE LIMITED,"hive, Application design, Architecture, spark, Hadoop, Cloud...",1
INTERFACE CONSULTANCY SERVICES,"software skills, good communication skills, IT Skills, desktops skills...",1
IPP Global Technologies Pvt Ltd,"Graphics, Computer science, C++, User interface designing...",1
Larsen Toubro Limited,"Java, Web Application Security, cyber security, Application Security...",1
KEWILL,"Computer science, Career development, Automation, Technical operations...",1
KEWILL,"VMware, SAN, JBoss, Cognos, Shell scripting, Server Maintenance, PHP, Perl,...",1
Kanary Staffing Private Limited,"Automation, Arabic, OS, information technology, Arabian, Windows, IT...",1
Kanary Staffing Private Limited,"Automation, Arabic, OS, information technology, Arabian, automation testing...",1
Kanary Staffing Private Limited,"market data analyst, Market data research, Financial Market analyst...",1
Kanary Staffing Pvt. Ltd.,"C#, LINQ, RDBMS, Design Patterns, OOPS, .Net, ASP, SQL",1
Karvy Group,Head Information Technology,1
Kenil Management Services Pvt. Ltd,"Administration management, Business administration, Operations management...",1
Krinotek,"DevOps, Solr, DB2, RDBMS, Continuous Integration, PostgreSQL, Cloud, MySQL,...",1
Larsen & Toubro Infotech Limited,"Consulting, Banking, CMS, FAS, Vision Plus, Information technology",1
LoginRadius Inc.,"Manual testing, Testing tools, Javascript, Agile, PHP, HTML...",1
IQVIA,"Analyst, Service level, Project management, Social media, Healthcare...",1
LogonB2B Soft Solutions Pvt. Ltd.,"software, E-commerce, HTML, Research, Information technology, Joomla...",1
Lubrizol Advanced Materials India Pvt Ltd,"Computer science, Performance tuning, Supply chain management, Coding...",1
M/s Bpk Tech Services India Pvt Ltd,"Software Developer, Software Development, jQuery, it programming, .Net...",1
MAQ Software,"Computer science, English, Customer interactionSystems Engineer...",1
MAQ Software Hyderbad Pvt Ltd,"Lean development, Unit Testing, Power Bi, OLAP, Visual Studio, CSS3...",1
Maanyam Business Solution Pvt. Ltd.,"information technology, business development, presales...",1
Machint Solutions Pvt Ltd,Technical Architect,1
Magneto Home Private Limited,"css, information technology, core php, full stack developer, bootstrap, it,...",1
Manomay Consultancy Services,"Process design, Business process, Claims, Underwriting, Project management,...",1
Manomay Consultancy Services,"Process design, Reinsurance, Claims, Business analysis, Analytical...",1
KARVY INNOTECH LIMITED,"Presentation Skills, Networking, Infrastructure Services...",1
KAMMS Management Consultants Private Limited,"Oracle Weblogic Application Server, SOA, OAG, oracle weblogic web server...",1
JJOIS CONSULTANTS PRIVATE LIMITED,"Professor, IT Faculty, it professor, computer science, Associate Professor,...",1
Invesco (India) Pvt Ltd,"Software Development Life Cycle, Process Transition, Scrum Master, Agile...",1
IQVIA,"Statistical programming, GCP, Social media, Programming, Healthcare...",1
ISB,"Cloud computing, Data analysis, Social media, Machine learning, Engineering...",1
ISB,"Statistical programming, Computer science, Data analysis...",1
IT Niche India Pvt. Ltd,", server, development, soft skills, wordpress, cms, joomla, ajax...",1
IT Niche India Pvt. Ltd,"Drupal, jQuery, XML, Wordpress, Javascript, PHP, HTML, Photoshop, Joomla...",1
IT Niche India Pvt. Ltd,"c#, server, development, cms, HTML, Windows, tools, Joomla, DHTML, sql...",1
IT Niche India Pvt. Ltd,"c#, server, development, soft skills, hiring, information technology...",1
IT Niche India Pvt. Ltd,"c#, server, development, soft skills, stores, cms, specification, joomla...",1
IT Niche India Pvt. Ltd,"coding, soft skills, information technology, wap, english, cms, php, adobe,...",1
IT Niche India Pvt. Ltd,"indesign, dreamweaver, graphic designing, php, photoshop, web development...",1
IT Niche India Pvt. Ltd,"server, development, CMS, it, Joomla, SQL, Drupal, database, jQuery...",1
Indmax IT Services Pvt Ltd,"Communication Skills, B Tech Fresher, Graduate Trainee, Software Trainee...",1
Inovies Consulting Pvt Ltd,"cold calling, information technology sales...",1
Inplenion International AG,"Computer science, Technical Expert, Hyperion, Consulting, Presales, Oracle,...",1
Inplenion International AG,"Computer science, Technical Expert, Hyperion, Social media, Consulting...",1
International Information Technology Team,"us it recruiter, Social Networking, Hiring, dice, 1099, Sourcing, H1, US IT...",1
International Institute of Information Technology,"record, teaching, Medical, Reimbursement, research",1
Invesco (India) Pvt Ltd,"Business Intelligence, Oracle Apps, Project Management, OAF, Agile, PLSQL...",1
Invesco (India) Pvt Ltd,"Interfaces, OAF, PLSQL, Essbase, PL, ETL, Obia, OBIEE, SQL, Oracle Forms",1
Invesco (India) Pvt Ltd,"Process Consulting, Oracle Managed Service, Requirement Gathering...",1
Invesco (India) Pvt Ltd,"Security Audit, Cyber Security, Vendor Audit, Penetration Testing...",1
teradata corporation s,"Unix, development, c, code, software, Debugging, System programming...",1
